area,area_type,occupation,tot_emp,emp_prse,h_mean,a_mean,h_pct10,h_median,h_pct90,a_pct10,a_median,a_pct90
A5,2,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",90,38.2,15.22,31670,9.59,14.36,23.02,19950,29880,47880
A5,2,Upholsterers,390,11.8,17.05,35460,10.82,16.96,23.73,22500,35290,49360
A5,2,"Textile, Apparel, and Furnishings Workers, All Other",60,17.7,17.31,36000,12.16,17.67,23.05,25300,36750,47940
A5,2,Cabinetmakers and Bench Carpenters,1120,15,16.07,33420,10.13,15.84,23.01,21060,32940,47860
A5,2,Furniture Finishers,200,46.9,*,*,*,*,*,*,*,*
A5,2,"Sawing Machine Setters, Operators, and Tenders, Wood",1260,9.3,12.74,26510,8.5,11.85,18.24,17690,24640,37940
A5,2,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",1010,14.1,12.13,25220,8.75,11.55,16.9,18190,24020,35160
A5,2,"Woodworkers, All Other",**,**,14.87,30940,11.15,14.57,18.87,23190,30300,39250
A5,2,Power Distributors and Dispatchers,160,17.4,41.04,85370,24.81,42.15,55.94,51600,87670,116360
A5,2,Power Plant Operators,430,14.7,36.26,75420,27.68,35.02,52.82,57560,72850,109860
A5,2,Stationary Engineers and Boiler Operators,320,16.8,23.05,47940,15.12,23.45,30.44,31450,48770,63310
A5,2,Water and Wastewater Treatment Plant and System Operators,1800,5.8,15.7,32650,8.91,15.23,23.41,18540,31690,48700
A5,2,Chemical Plant and System Operators,200,23,25.81,53690,18.01,26.3,31.14,37450,54710,64770
A5,2,Gas Plant Operators,170,16.2,29,60310,21.01,29.17,37.07,43700,60670,77110
A5,2,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",**,**,26.49,55100,18.89,25.99,37.07,39300,54050,77100
A5,2,"Plant and System Operators, All Other",120,34.9,25.8,53670,20.48,24.36,34.66,42590,50670,72100
A5,2,Chemical Equipment Operators and Tenders,1110,13.5,22.8,47410,15.71,22.52,30.48,32670,46840,63400
A5,2,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",490,8.4,16.75,34850,12.04,16.98,20.89,25030,35310,43450
A5,2,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",460,13.7,14.03,29180,8.89,13.5,19.38,18500,28080,40310
A5,2,"Grinding and Polishing Workers, Hand",80,20.5,11.58,24090,8,10.41,17.28,16650,21650,35940
A5,2,"Mixing and Blending Machine Setters, Operators, and Tenders",1610,11.3,17.41,36220,10.61,17.73,23.84,22070,36870,49600
A5,2,"Cutting and Slicing Machine Setters, Operators, and Tenders",1480,20.1,15.33,31880,9.89,15.83,20.05,20560,32930,41700
A5,2,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",1090,16.6,18.22,37890,10.48,17.13,27.93,21790,35620,58090
A5,2,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",460,25,15.81,32880,9.77,14.04,26.05,20310,29210,54190
A5,2,"Inspectors, Testers, Sorters, Samplers, and Weighers",6010,5.2,16.14,33560,10.1,14.63,24.56,21010,30440,51090
A5,2,Jewelers and Precious Stone and Metal Workers,130,24.9,23.88,49670,11.86,25.51,36.72,24660,53050,76380
A5,2,Dental Laboratory Technicians,400,17.7,17.87,37170,9.78,16.95,28.14,20340,35250,58530
A5,2,Medical Appliance Technicians,130,23.6,18.84,39180,12.2,16.91,30.98,25380,35160,64430
A5,2,Ophthalmic Laboratory Technicians,360,15.2,14.54,30240,9.63,13.48,21.97,20020,28030,45710
A5,2,Packaging and Filling Machine Operators and Tenders,3900,7.8,13.52,28110,8.84,12.53,20.49,18380,26070,42630
A5,2,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",980,8.9,14.8,30770,9.91,14.36,20.78,20620,29870,43230
A5,2,"Painters, Transportation Equipment",910,8.8,17.16,35680,11.14,16.54,24.2,23180,34390,50340
A5,2,Photographic Process Workers and Processing Machine Operators,70,11.6,13.46,27990,9.75,12.83,18.04,20270,26690,37520
A5,2,Adhesive Bonding Machine Operators and Tenders,400,28.7,15.22,31660,9.72,15.93,19.84,20220,33130,41260
A5,2,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",330,12.8,12.47,25940,9.09,11.99,17.09,18900,24950,35550
A5,2,Cooling and Freezing Equipment Operators and Tenders,560,5.5,12.62,26240,8.46,11.85,18.26,17590,24640,37970
A5,2,"Molders, Shapers, and Casters, Except Metal and Plastic",320,18.4,12.9,26840,9.02,12.32,17.98,18770,25640,37390
A5,2,"Paper Goods Machine Setters, Operators, and Tenders",1930,15.4,20.18,41970,12.88,20,28.51,26790,41590,59290
A5,2,Helpers--Production Workers,7410,5.1,12.08,25130,8.17,10.88,18,17000,22640,37450
A5,2,"Production Workers, All Other",2960,13.3,12.97,26980,8.57,11.36,20.91,17830,23630,43500
A5,2,Transportation and Material Moving Occupations,104980,3.8,15.15,31520,8.45,13.17,24.57,17570,27390,51110
A5,2,Aircraft Cargo Handling Supervisors,40,19.8,22.81,47440,16.04,22.14,30.29,33360,46040,63010
A5,2,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",1330,6.8,23.03,47900,13.12,20.99,34.79,27290,43650,72350
A5,2,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,2690,5,23.39,48640,13.7,22.43,34.94,28500,46660,72670
A5,2,"Airline Pilots, Copilots, and Flight Engineers",120,31.2,*,96950,*,*,*,70190,98580,123570
A5,2,Commercial Pilots,640,17,*,75440,*,*,*,21790,72900,129730
A5,2,Air Traffic Controllers,100,5.6,42.61,88640,31.85,41.99,57.74,66250,87340,120100
A5,2,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",80,26.3,13.49,28060,8.51,12.21,21.24,17700,25400,44170
A5,2,"Bus Drivers, Transit and Intercity",250,4,*,*,*,*,*,*,*,*
A5,2,"Bus Drivers, School or Special Client",5640,3.8,9.15,19040,7.77,8.69,11.09,16160,18070,23070
A5,2,Driver/Sales Workers,2560,9.9,12.83,26700,8.19,11.74,18.84,17040,24420,39190
A5,2,Heavy and Tractor-Trailer Truck Drivers,33400,12,18.69,38870,11.49,17.46,29.42,23890,36310,61190
A5,2,Light Truck or Delivery Services Drivers,5900,5.8,14.07,29260,8.2,12.02,23.36,17050,25000,48590
A5,2,Taxi Drivers and Chauffeurs,1570,14.2,10.24,21300,7.96,9.61,13.96,16560,19990,29030
A5,2,"Motor Vehicle Operators, All Other",140,26.9,12.36,25710,8.02,9.77,20.36,16680,20320,42340
A5,2,Locomotive Engineers,660,6.5,28.05,58350,19.38,26.78,39.08,40310,55700,81280
A5,2,Locomotive Firers,**,**,22.46,46730,20.01,22.39,24.91,41620,46560,51820
A5,2,"Railroad Brake, Signal, and Switch Operators",**,**,25.56,53160,16.72,26.98,30.86,34780,56120,64190
A5,2,Railroad Conductors and Yardmasters,570,5.9,26.42,54940,16.35,25.3,37.69,34010,52630,78400
A5,2,"Captains, Mates, and Pilots of Water Vessels",180,26,*,*,*,*,*,*,*,*
A5,2,Parking Lot Attendants,220,17.3,9.68,20130,7.91,9.37,12.04,16460,19500,25040
A5,2,Automotive and Watercraft Service Attendants,1140,9.3,10.66,22170,8.01,9.89,14.55,16660,20570,30270
A5,2,Traffic Technicians,30,0,19.19,39920,12.82,18.18,27.9,26670,37810,58030
A5,2,"Transportation Attendants, Except Flight Attendants",150,33,9.62,20010,7.77,8.8,13.68,16160,18290,28450
A5,2,"Transportation Workers, All Other",200,43.2,12.53,26070,8.24,11.03,18.54,17150,22940,38560
A5,2,Conveyor Operators and Tenders,610,7.3,15.47,32190,11.05,15.65,18.66,22990,32560,38810
A5,2,Crane and Tower Operators,700,22,22.22,46210,13.83,21.34,33.32,28770,44390,69310
A5,2,Excavating and Loading Machine and Dragline Operators,490,12.5,14.85,30890,10.76,14.74,18.65,22390,30670,38790
A5,2,Hoist and Winch Operators,40,26.1,*,*,*,*,*,*,*,*
A5,2,Industrial Truck and Tractor Operators,6360,5.6,14.12,29370,9.71,13.37,19.09,20190,27810,39710
A5,2,Cleaners of Vehicles and Equipment,2900,6.1,10.49,21820,8.09,10.17,13.85,16830,21150,28820
A5,2,"Laborers and Freight, Stock, and Material Movers, Hand",26590,4.1,11.44,23800,8.16,10.61,16.59,16980,22070,34500
A5,2,Machine Feeders and Offbearers,1660,8.6,12.2,25380,8.78,11.2,17.51,18270,23290,36410
A5,2,"Packers and Packagers, Hand",4820,7.1,10.85,22570,8.05,10.25,15.15,16750,21310,31520
A5,2,"Pump Operators, Except Wellhead Pumpers",**,**,25.9,53870,11.56,23.68,41.45,24050,49250,86220
A5,2,Wellhead Pumpers,210,38.1,18.85,39200,10.23,20.59,27.51,21290,42820,57220
A5,2,Refuse and Recyclable Material Collectors,1660,7.1,12.52,26050,8.6,11.84,17.78,17880,24620,36980
A5,2,"Tank Car, Truck, and Ship Loaders",30,38,19.89,41380,14,20.61,24.62,29130,42870,51200
A5,2,"Material Moving Workers, All Other",40,33.1,15.08,31370,9.92,14.06,22.32,20620,29240,46420
A6,2,All Occupations,15496600,0.3,26.57,55260,9.48,19.15,53.08,19720,39830,110410
A6,2,Management Occupations,907690,0.7,61.02,126920,23.61,53.09,90,49110,110430,90
A6,2,Chief Executives,31720,1.9,98.18,204220,39.14,#,90,81410,90,90
A6,2,General and Operations Managers,268060,0.8,61.78,128510,23.34,50.3,90,48550,104630,90
A6,2,Legislators,3220,4.3,*,59320,*,*,*,33780,54740,96460
A6,2,Advertising and Promotions Managers,3950,6,53.7,111700,20.38,46.88,90,42390,97510,90
A6,2,Marketing Managers,32800,3.5,77.71,161640,36.65,73.56,90,76240,153000,90
A6,2,Sales Managers,66200,1.6,62.65,130310,22.97,53.79,90,47780,111880,90
A6,2,Public Relations and Fundraising Managers,6660,3.3,61.63,128190,30.32,56.38,90,63060,117260,90
A6,2,Administrative Services Managers,40940,2.6,48.37,100610,24.67,44.32,76.45,51310,92180,159010
A6,2,Computer and Information Systems Managers,50440,4.6,78.99,164290,44.55,73.95,90,92660,153810,90
A6,2,Financial Managers,72060,2.1,70.5,146630,34.06,62.28,90,70840,129550,90
A6,2,Industrial Production Managers,19240,2,53.36,110990,26.89,46.59,88.53,55920,96900,184140
A6,2,Purchasing Managers,8580,2.7,56.56,117640,27.18,53.36,89.04,56530,110990,185210
A6,2,"Transportation, Storage, and Distribution Managers",14590,2.5,46.96,97680,25.78,42.24,74,53620,87860,153920
A6,2,Compensation and Benefits Managers,1640,4.7,66.39,138090,32.08,61.98,90,66730,128920,90
A6,2,Human Resources Managers,15660,1.8,63.25,131560,31.62,57.63,90,65760,119860,90
A6,2,Training and Development Managers,3150,3.1,62.93,130890,32.53,56.91,90,67650,118370,90
A6,2,"Farmers, Ranchers, and Other Agricultural Managers",1080,11.5,36.41,75730,20.42,33.96,56.09,42480,70640,116670
A6,2,Construction Managers,29950,2.8,52.04,108240,26.52,46.81,83.14,55160,97370,172930
A6,2,"Education Administrators, Preschool and Childcare Center/Program",7230,5,28.22,58700,15.54,24.79,46.47,32320,51560,96650
A6,2,"Education Administrators, Elementary and Secondary School",19420,1.9,*,109210,*,*,*,80540,110860,143500
A6,2,"Education Administrators, Postsecondary",14180,3.2,55.54,115520,29.71,49.53,88.97,61800,103030,185050
A6,2,"Education Administrators, All Other",4410,5.8,46.91,97570,21.77,43.42,73.87,45290,90310,153650
A6,2,Architectural and Engineering Managers,30380,2.5,79.71,165800,46,74.83,90,95670,155650,90
A6,2,Food Service Managers,35510,2.5,24.42,50790,13.13,22.01,38.62,27320,45780,80340
A6,2,Funeral Service Managers,540,11.8,29.53,61410,19.23,28.65,39.92,40010,59600,83040
A6,2,Gaming Managers,460,11.3,42.86,89150,23.09,37.36,66.09,48030,77700,137460
A6,2,Lodging Managers,4560,9.3,28.5,59280,14.9,25.88,43.56,30990,53840,90610
A6,2,Medical and Health Services Managers,29830,2.6,59.45,123660,27.29,56.57,90,56770,117660,90
A6,2,Natural Sciences Managers,8680,5.9,77.13,160430,41.55,69.24,90,86420,144010,90
A6,2,Postmasters and Mail Superintendents,800,0,36.18,75250,26.91,36.42,45.7,55980,75750,95050
A6,2,"Property, Real Estate, and Community Association Managers",27280,3.1,35.79,74450,16.56,28.93,64.84,34450,60180,134860
A6,2,Social and Community Service Managers,14300,3.6,36.21,75320,19.42,32.22,61.48,40400,67020,127880
A6,2,Emergency Management Directors,820,4.9,54.92,114230,34.31,51.52,78.86,71360,107160,164030
A6,2,"Managers, All Other",39360,1.7,63.05,131140,32.69,58.69,90,68000,122080,90
A6,2,Business and Financial Operations Occupations,878080,0.7,39.4,81960,19.43,35.1,63.62,40410,73010,132330
A6,2,"Agents and Business Managers of Artists, Performers, and Athletes",4910,7.8,55.74,115940,11.89,35.62,90,24740,74090,90
A6,2,"Buyers and Purchasing Agents, Farm Products",1550,11.3,32.36,67310,14.62,30.31,50.75,30420,63050,105570
A6,2,"Wholesale and Retail Buyers, Except Farm Products",16770,4.4,29,60320,14.02,25.17,47.84,29170,52350,99500
A6,2,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",33360,2,34.46,71680,19.22,32.65,52.72,39970,67920,109660
A6,2,"Claims Adjusters, Examiners, and Investigators",28230,3.5,33.95,70620,20.67,33.14,48.36,42980,68940,100590
A6,2,"Insurance Appraisers, Auto Damage",1740,13.5,32.3,67190,20.48,31.33,47.86,42600,65160,99550
A6,2,Compliance Officers,31980,1.9,37.16,77290,22.02,36.5,53.84,45800,75920,111990
A6,2,Cost Estimators,25960,2.5,33.94,70600,16.76,31.24,55.1,34850,64980,114620
A6,2,Human Resources Specialists,54050,1.9,35.76,74370,18.77,32.44,57.1,39050,67470,118770
A6,2,Farm Labor Contractors,390,16.5,29.43,61220,12.14,25.21,55.52,25250,52430,115470
A6,2,Labor Relations Specialists,8540,6.3,39.25,81640,20.82,38.93,59.22,43310,80980,123180
A6,2,Logisticians,15030,3.8,41.39,86090,24.88,40.15,60.6,51740,83510,126050
A6,2,Management Analysts,94660,2.9,46.42,96550,24.73,40.24,76.65,51440,83690,159420
A6,2,"Meeting, Convention, and Event Planners",10390,3.5,26.9,55960,13.55,24.55,43.66,28170,51070,90820
A6,2,Fundraisers,5980,4.8,29.56,61490,14.17,28.29,46.97,29470,58840,97700
A6,2,"Compensation, Benefits, and Job Analysis Specialists",10580,3.4,34.65,72080,21.79,32.64,51.88,45320,67890,107910
A6,2,Training and Development Specialists,23080,3.6,34.94,72660,17.2,32.63,57.22,35770,67870,119010
A6,2,Market Research Analysts and Marketing Specialists,79560,2.1,39.06,81250,17.08,34.51,69.37,35520,71770,144280
A6,2,"Business Operations Specialists, All Other",128390,1.4,38.69,80480,18.49,35.81,62.32,38460,74490,129620
A6,2,Accountants and Auditors,144540,1.6,38.88,80860,21.54,35.12,60.9,44800,73040,126670
A6,2,Appraisers and Assessors of Real Estate,4380,9.1,37.37,77740,21.85,36.73,53.11,45450,76410,110460
A6,2,Budget Analysts,7390,3.9,39.73,82640,25.52,38.57,57.71,53080,80230,120030
A6,2,Credit Analysts,7470,6.6,41.88,87100,20.05,36.12,72.37,41700,75130,150520
A6,2,Financial Analysts,33260,3.6,51.45,107010,27.67,45.47,81.34,57550,94580,169190
A6,2,Personal Financial Advisors,22620,4.6,62.75,130510,19.6,46.72,90,40770,97170,90
A6,2,Insurance Underwriters,6750,8.3,34.72,72210,19.97,31.53,55.05,41540,65580,114500
A6,2,Financial Examiners,4320,5.3,47.64,99100,26.49,42.66,77.82,55090,88730,161870
A6,2,Credit Counselors,4180,7.3,27.18,56530,16.28,23.46,44.13,33870,48790,91780
A6,2,Loan Officers,35500,4.5,40.84,84950,17.83,35.35,70.74,37080,73530,147130
A6,2,"Tax Examiners and Collectors, and Revenue Agents",8180,0.6,30.08,62560,17.62,27.4,48.87,36650,57000,101640
A6,2,Tax Preparers,9920,9.5,27,56170,10.25,23.86,48.2,21320,49630,100260
A6,2,"Financial Specialists, All Other",14420,4.3,35.89,74640,19.75,32.41,57.14,41080,67410,118850
A6,2,Computer and Mathematical Occupations,548800,2.4,49.48,102930,24.18,47.52,77.49,50290,98840,161170
A6,2,Computer and Information Research Scientists,5280,12.8,62.25,129470,36.95,56.76,90,76860,118060,90
A6,2,Computer Systems Analysts,73860,3.7,47.79,99400,27.49,45.51,72.17,57180,94670,150120
A6,2,Information Security Analysts,8090,5.8,52.45,109110,30.65,51.55,75.49,63750,107230,157020
A6,2,Computer Programmers,38650,4.4,44.31,92170,22.36,42.96,69.46,46510,89360,144470
A6,2,"Software Developers, Applications",123950,6.5,59.57,123900,35.38,57.57,87.35,73590,119740,181690
A6,2,"Software Developers, Systems Software",82370,3.7,60.85,126560,37.55,59.69,88.84,78100,124150,184780
A6,2,Web Developers,21320,4.4,39.23,81610,17.82,36.76,64.91,37060,76460,135010
A6,2,Database Administrators,12040,3.7,45.44,94510,24.01,45.22,69.67,49950,94050,144920
A6,2,Network and Computer Systems Administrators,43270,2.3,44.24,92020,24.45,42.71,67.22,50860,88830,139810
A6,2,Computer Network Architects,14320,5,61.05,126990,35.3,60.77,88.23,73420,126410,183520
A6,2,Computer User Support Specialists,62830,3.3,29.73,61830,16.46,27.75,47.03,34230,57720,97820
A6,2,Computer Network Support Specialists,19840,5.7,37.63,78270,21.06,35.86,57.96,43800,74600,120550
A6,2,"Computer Occupations, All Other",24130,2.9,46.01,95710,21.27,44.05,72.81,44240,91630,151430
A6,2,Actuaries,1470,13.7,53.02,110280,30.8,48.3,79.5,64070,100470,165360
A6,2,Mathematicians,740,11.7,54.64,113650,26.92,56.75,78.1,56000,118040,162450
A6,2,Operations Research Analysts,12510,12.5,45.37,94360,24.13,43.4,71.62,50200,90260,148980
A6,2,Statisticians,3820,4.6,44.79,93160,26.47,39.55,71.72,55050,82270,149170
A6,2,Architecture and Engineering Occupations,328720,1.4,46.87,97490,24.5,44.55,74.15,50950,92660,154240
A6,2,"Architects, Except Landscape and Naval",12070,5.1,47.06,97880,28.2,42.32,69.82,58660,88030,145220
A6,2,Landscape Architects,3340,14.4,37.28,77540,24.3,34.68,56.42,50540,72140,117360
A6,2,Cartographers and Photogrammetrists,1740,8.3,35.29,73400,21.03,34.47,52.66,43750,71690,109530
A6,2,Surveyors,4150,6.2,40.13,83470,25.23,40.51,54.84,52480,84270,114070
A6,2,Aerospace Engineers,12950,13.3,56.01,116500,32.54,55.16,82.65,67680,114730,171910
A6,2,Agricultural Engineers,350,22.2,42.02,87410,29.25,40.49,59.17,60840,84220,123080
A6,2,Biomedical Engineers,5100,8.3,50.3,104620,27.29,46.99,77.51,56760,97740,161210
A6,2,Chemical Engineers,2340,8.3,51.58,107280,27.92,48.32,79.6,58070,100500,165560
A6,2,Civil Engineers,39170,2.5,48.55,100980,30.56,47.95,68.09,63570,99730,141630
A6,2,Computer Hardware Engineers,26990,7.3,62.68,130380,39,62.49,89.7,81120,129990,186570
A6,2,Electrical Engineers,23840,5.5,55.75,115960,32.55,54.88,80.71,67700,114150,167880
A6,2,"Electronics Engineers, Except Computer",31100,4.7,55.76,115980,33.89,53.6,81.49,70500,111490,169510
A6,2,Environmental Engineers,6900,5.6,49.03,101980,29.23,48.59,68.56,60800,101060,142600
A6,2,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",2880,7,47.46,98710,28.22,49.74,65.13,58690,103470,135460
A6,2,Industrial Engineers,24660,3.3,49.38,102700,30.27,47.37,73.52,62960,98540,152920
A6,2,Marine Engineers and Naval Architects,430,19.1,52.07,108300,32.32,46.83,86.88,67220,97400,180710
A6,2,Materials Engineers,3110,11.4,53.25,110750,33.3,53.06,75.59,69270,110360,157230
A6,2,Mechanical Engineers,23850,4.2,47.75,99330,28.21,45.89,72.03,58680,95450,149810
A6,2,"Mining and Geological Engineers, Including Mining Safety Engineers",560,37.3,57.76,120140,33.53,59.32,84.95,69750,123390,176700
A6,2,Nuclear Engineers,810,32.5,67.53,140470,48.07,69.6,89.36,99980,144770,185860
A6,2,Petroleum Engineers,2390,15.3,64.69,134550,40.39,58.33,90,84010,121320,90
A6,2,"Engineers, All Other",17250,4.5,52.74,109710,29.18,52.16,76.99,60690,108500,160140
A6,2,Architectural and Civil Drafters,13650,5,27.91,58050,17.01,27.22,40.4,35380,56630,84030
A6,2,Electrical and Electronics Drafters,5790,23,29.5,61360,18.67,28.47,42.8,38820,59220,89020
A6,2,Mechanical Drafters,3890,4.5,28.56,59410,16.58,27.15,44.16,34480,56480,91850
A6,2,"Drafters, All Other",1310,10.2,27.79,57800,17.12,26.18,42.68,35610,54460,88770
A6,2,Aerospace Engineering and Operations Technicians,2110,15.8,35.2,73210,23.4,35,47.85,48670,72810,99520
A6,2,Civil Engineering Technicians,8410,4.8,31.18,64860,17.82,31.25,45.44,37070,64990,94510
A6,2,Electrical and Electronics Engineering Technicians,22790,3.1,32.41,67410,19.41,31.35,47.73,40370,65220,99270
A6,2,Electro-Mechanical Technicians,1910,9,26.64,55420,15.94,24.91,41.6,33150,51820,86520
A6,2,Environmental Engineering Technicians,1960,8.9,30.51,63460,17.36,28.72,47,36100,59730,97760
A6,2,Industrial Engineering Technicians,4150,5,30.08,62570,17.81,27.95,46.07,37040,58130,95820
A6,2,Mechanical Engineering Technicians,4480,11.3,29.46,61280,16.7,29.42,42.47,34740,61190,88330
A6,2,"Engineering Technicians, Except Drafters, All Other",9200,4.8,33.3,69270,18.4,32.54,48.56,38260,67690,101000
A6,2,Surveying and Mapping Technicians,3120,5.9,30.71,63870,16.95,29.83,45.78,35250,62050,95220
A6,2,"Life, Physical, and Social Science Occupations",177130,2.6,38.8,80710,17.25,35.74,61.83,35880,74330,128610
